day,label,hr_maxHeartRate,hr_minHeartRate,hr_restingHeartRate,hr_lastSevenDaysAvgRestingHeartRate,resp_lowestRespirationValue,resp_highestRespirationValue,resp_avgWakingRespirationValue,resp_avgSleepRespirationValue,resp_avgTomorrowSleepRespirationValue,str_maxStressLevel,str_avgStressLevel,sleep_sleepTimeSeconds,sleep_napTimeSeconds,sleep_unmeasurableSleepSeconds,sleep_deepSleepSeconds,sleep_lightSleepSeconds,sleep_remSleepSeconds,sleep_awakeSleepSeconds,act_totalCalories,act_activeKilocalories,act_distance,sleep_averageRespirationValue,sleep_lowestRespirationValue,sleep_highestRespirationValue,sleep_awakeCount,sleep_avgSleepStress,sleep_avgHeartRate,client_id,user_id,source_file
26,74,148.0,48.0,52.0,49.0,8.0,21.0,14.0,12.0,13.0,99.0,36.0,27120.0,3840.0,0.0,3300.0,20340.0,3480.0,1080.0,3083.0,918.0,2167.0,12.0,9.0,17.0,0.0,17.0,57.0,group3,12,dataset_user_12_train.csv
26,80,150.0,37.0,39.0,39.0,7.0,20.0,14.0,14.0,14.0,97.0,31.0,30000.0,0.0,0.0,7560.0,15240.0,7200.0,60.0,2609.0,389.0,7989.0,14.0,10.0,18.0,0.0,9.0,45.0,group3,21,dataset_user_21_train.csv
26,70,156.0,54.0,60.0,65.0,7.0,22.0,14.0,16.0,16.0,100.0,25.0,28657.0,0.0,0.0,7080.0,13920.0,7680.0,1140.0,2518.0,836.0,9446.0,16.0,8.0,21.0,1.0,17.0,66.0,group3,3,dataset_user_3_train.csv
26,79,144.0,61.0,65.0,62.0,8.0,23.0,16.0,15.0,15.0,99.0,38.0,28020.0,0.0,0.0,4080.0,17880.0,6060.0,300.0,2255.0,547.0,5180.0,15.0,11.0,18.0,0.0,25.0,73.0,group3,30,dataset_user_30_train.csv
27,57,144.0,46.0,51.0,49.0,7.0,21.0,14.0,13.0,13.0,99.0,38.0,22137.0,0.0,0.0,4380.0,14280.0,3480.0,1440.0,2495.0,330.0,4740.0,13.0,10.0,17.0,1.0,14.0,56.0,group3,12,dataset_user_12_train.csv
27,84,125.0,38.0,43.0,40.0,7.0,20.0,14.0,14.0,14.0,99.0,30.0,23040.0,0.0,0.0,7200.0,11580.0,4260.0,0.0,2758.0,538.0,8621.0,14.0,10.0,17.0,0.0,7.0,44.0,group3,21,dataset_user_21_train.csv
27,84,141.0,58.0,60.0,64.0,7.0,23.0,15.0,16.0,16.0,97.0,30.0,19620.0,0.0,0.0,6660.0,8400.0,4560.0,0.0,2286.0,604.0,6994.0,16.0,13.0,19.0,0.0,18.0,68.0,group3,3,dataset_user_3_train.csv
27,96,143.0,60.0,63.0,60.324441604415185,8.0,23.0,16.0,15.0,14.0,100.0,38.0,25320.0,0.0,0.0,3660.0,14400.0,7260.0,60.0,2317.0,609.0,6577.0,15.0,13.0,19.0,0.0,22.0,73.0,group3,30,dataset_user_30_train.csv
28,77,119.0,45.545405923235116,54.0,50.0,7.0,21.0,15.0,13.0,13.0,96.0,42.0,23100.0,0.0,0.0,2580.0,19200.0,1320.0,922.5470591958009,2568.0,403.0,7031.0,13.0,8.0,18.0,4.0,19.0,59.0,group3,12,dataset_user_12_train.csv
28,87,132.0,39.0,41.0,40.0,7.0,22.0,14.0,14.0,14.0,99.0,37.0,22860.0,0.0,0.0,5460.0,12840.0,4560.0,0.0,2858.0,638.0,10889.0,14.0,8.0,18.0,0.0,7.0,45.0,group3,21,dataset_user_21_train.csv
28,81,148.0,57.0,61.0,63.0,8.0,23.0,14.0,16.0,16.0,100.0,32.0,26280.0,0.0,0.0,4920.0,16380.0,4980.0,660.0,2402.7995733516395,720.7995733516394,12225.0,16.0,11.0,20.0,0.0,15.0,68.0,group3,3,dataset_user_3_train.csv
28,65,170.0,57.0,59.0,63.0,8.0,24.0,16.0,14.0,16.0,99.0,39.0,28740.0,0.0,0.0,6240.0,16020.0,6480.0,60.0,2319.0,611.0,4073.0,14.0,11.0,18.0,0.0,13.0,66.0,group3,30,dataset_user_30_train.csv
29,78,133.0,47.0,51.0,50.0,8.0,21.0,14.0,13.0,13.0,99.0,48.0,22973.0,0.0,0.0,4860.0,14520.0,3600.0,120.0,3028.0,863.0,7295.0,13.0,10.0,17.0,0.0,15.0,55.0,group3,12,dataset_user_12_train.csv
29,82,129.0,57.0,60.0,61.0,8.0,23.0,15.0,16.0,17.0,98.0,35.0,29160.0,0.0,0.0,8220.0,14640.0,6300.0,1920.0,2371.0,689.0,5999.0,16.0,13.0,20.0,2.0,23.0,68.0,group3,3,dataset_user_3_train.csv
29,96,136.0,57.0,61.0,63.0,8.0,22.0,16.0,16.0,14.0,97.0,39.0,24900.0,0.0,0.0,3720.0,17760.0,3420.0,780.0,1891.0,183.0,399.0,16.0,12.0,20.0,1.0,32.0,75.0,group3,30,dataset_user_30_train.csv
